"SECONDS";"PID";"VALUE";"UNITS";
"36758.3251306";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36758.3251306";"Motordrehzahl";"4670";"rpm";
"36758.3251306";"Motordrehzahl x1000";"4.7";"rpm";
"36758.3251306";"Zündzeitpunkt";"29";"°";
"36758.5131658";"Abs. Drosselklappenstellung";"34.90196078431372";"%";
"36758.5131658";"Eingangsspannung Steuergerät";"14.296";"V";
"36758.5131658";"Gaspedalstellung D";"57.254901960784316";"%";
"36758.5131658";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36758.5131658";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36758.5131658";"Motordrehzahl";"4707";"rpm";
"36758.5131658";"Motordrehzahl x1000";"4.7";"rpm";
"36758.5131658";"Zündzeitpunkt";"30";"°";
"36758.68975";"Abs. Drosselklappenstellung";"29.019607843137255";"%";
"36758.68975";"Eingangsspannung Steuergerät";"14.218";"V";
"36758.68975";"Gaspedalstellung D";"40.3921568627451";"%";
"36758.68975";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36758.68975";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36758.68975";"Motordrehzahl";"4775";"rpm";
"36758.68975";"Motordrehzahl x1000";"4.8";"rpm";
"36758.68975";"Zündzeitpunkt";"34";"°";
"36759.0230359";"Abs. Drosselklappenstellung";"25.88235294117647";"%";
"36759.0230359";"Eingangsspannung Steuergerät";"14.296";"V";
"36759.0230359";"Gaspedalstellung D";"35.294117647058826";"%";
"36759.0230359";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36759.0230359";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36759.0230359";"Motordrehzahl";"4836";"rpm";
"36759.0230359";"Motordrehzahl x1000";"4.8";"rpm";
"36759.0230359";"Zündzeitpunkt";"39";"°";
"36759.2023603";"Abs. Drosselklappenstellung";"22.745098039215687";"%";
"36759.2023603";"Eingangsspannung Steuergerät";"14.296";"V";
"36759.2023603";"Gaspedalstellung D";"27.45098039215686";"%";
"36759.2023603";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-2.34375";"%";
"36759.2023603";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.505";"V";
"36759.2023603";"Motordrehzahl";"4886";"rpm";
"36759.2023603";"Motordrehzahl x1000";"4.9";"rpm";
"36759.2023603";"Zündzeitpunkt";"47";"°";
"36759.4896651";"Abs. Drosselklappenstellung";"22.352941176470587";"%";
"36759.4896651";"Eingangsspannung Steuergerät";"14.218";"V";
"36759.4896651";"Gaspedalstellung D";"24.705882352941178";"%";
"36759.4896651";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36759.4896651";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36759.4896651";"Motordrehzahl";"4862";"rpm";
"36759.4896651";"Motordrehzahl x1000";"4.9";"rpm";
"36759.4896651";"Zündzeitpunkt";"48";"°";
"36759.6766132";"Abs. Drosselklappenstellung";"21.568627450980394";"%";
"36759.6766132";"Eingangsspannung Steuergerät";"14.218";"V";
"36759.6766132";"Gaspedalstellung D";"24.705882352941178";"%";
"36759.6766132";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36759.6766132";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36759.6766132";"Motordrehzahl";"4886";"rpm";
"36759.6766132";"Motordrehzahl x1000";"4.9";"rpm";
"36759.6766132";"Zündzeitpunkt";"48";"°";
"36759.873532";"Abs. Drosselklappenstellung";"21.176470588235293";"%";
"36759.873532";"Eingangsspannung Steuergerät";"14.296";"V";
"36759.873532";"Gaspedalstellung D";"21.96078431372549";"%";
"36759.873532";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36759.873532";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.155";"V";
"36759.873532";"Motordrehzahl";"4896";"rpm";
"36759.873532";"Motordrehzahl x1000";"4.9";"rpm";
"36759.873532";"Zündzeitpunkt";"48";"°";
"36760.0461961";"Abs. Drosselklappenstellung";"20.784313725490197";"%";
"36760.0461961";"Eingangsspannung Steuergerät";"14.296";"V";
"36760.0461961";"Gaspedalstellung D";"21.96078431372549";"%";
"36760.0461961";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36760.0461961";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36760.0461961";"Motordrehzahl";"4863";"rpm";
"36760.0461961";"Motordrehzahl x1000";"4.9";"rpm";
"36760.0461961";"Zündzeitpunkt";"48";"°";
"36760.3497431";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36760.3497431";"Eingangsspannung Steuergerät";"14.218";"V";
"36760.3497431";"Gaspedalstellung D";"19.215686274509803";"%";
"36760.3497431";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36760.3497431";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.7000000000000001";"V";
"36760.3497431";"Motordrehzahl";"4848";"rpm";
"36760.3497431";"Motordrehzahl x1000";"4.8";"rpm";
"36760.3497431";"Zündzeitpunkt";"49";"°";
"36760.5447321";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36760.5447321";"Eingangsspannung Steuergerät";"14.296";"V";
"36760.5447321";"Gaspedalstellung D";"19.215686274509803";"%";
"36760.5447321";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36760.5447321";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36760.5447321";"Motordrehzahl";"4846";"rpm";
"36760.5447321";"Motordrehzahl x1000";"4.8";"rpm";
"36760.5447321";"Zündzeitpunkt";"49";"°";
"36760.80844";"Abs. Drosselklappenstellung";"20";"%";
"36760.80844";"Eingangsspannung Steuergerät";"14.296";"V";
"36760.80844";"Gaspedalstellung D";"23.137254901960784";"%";
"36760.80844";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36760.80844";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36760.80844";"Motordrehzahl";"4813";"rpm";
"36760.80844";"Motordrehzahl x1000";"4.8";"rpm";
"36760.80844";"Zündzeitpunkt";"49";"°";
"36761.0205797";"Abs. Drosselklappenstellung";"24.313725490196077";"%";
"36761.0205797";"Eingangsspannung Steuergerät";"14.218";"V";
"36761.0205797";"Gaspedalstellung D";"33.72549019607843";"%";
"36761.0205797";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36761.0205797";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.25";"V";
"36761.0205797";"Motordrehzahl";"4873";"rpm";
"36761.0205797";"Motordrehzahl x1000";"4.9";"rpm";
"36761.0205797";"Zündzeitpunkt";"45";"°";
"36761.1733591";"Abs. Drosselklappenstellung";"25.098039215686274";"%";
"36761.1733591";"Eingangsspannung Steuergerät";"14.296";"V";
"36761.1733591";"Gaspedalstellung D";"32.549019607843135";"%";
"36761.1733591";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36761.1733591";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36761.1733591";"Motordrehzahl";"4811";"rpm";
"36761.1733591";"Motordrehzahl x1000";"4.8";"rpm";
"36761.1733591";"Zündzeitpunkt";"43";"°";
"36761.3693219";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36761.3693219";"Eingangsspannung Steuergerät";"14.296";"V";
"36761.3693219";"Gaspedalstellung D";"24.705882352941178";"%";
"36761.3693219";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36761.3693219";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36761.3693219";"Motordrehzahl";"4911";"rpm";
"36761.3693219";"Motordrehzahl x1000";"4.9";"rpm";
"36761.3693219";"Zündzeitpunkt";"48";"°";
"36761.6861652";"Abs. Drosselklappenstellung";"21.568627450980394";"%";
"36761.6861652";"Eingangsspannung Steuergerät";"14.296";"V";
"36761.6861652";"Gaspedalstellung D";"23.137254901960784";"%";
"36761.6861652";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36761.6861652";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.17500000000000002";"V";
"36761.6861652";"Motordrehzahl";"4903";"rpm";
"36761.6861652";"Motordrehzahl x1000";"4.9";"rpm";
"36761.6861652";"Zündzeitpunkt";"48";"°";
"36761.9586935";"Abs. Drosselklappenstellung";"21.176470588235293";"%";
"36761.9586935";"Eingangsspannung Steuergerät";"14.296";"V";
"36761.9586935";"Gaspedalstellung D";"21.96078431372549";"%";
"36761.9586935";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36761.9586935";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36761.9586935";"Motordrehzahl";"4930";"rpm";
"36761.9586935";"Motordrehzahl x1000";"4.9";"rpm";
"36761.9586935";"Zündzeitpunkt";"48";"°";
"36762.3421858";"Abs. Drosselklappenstellung";"20.784313725490197";"%";
"36762.3421858";"Eingangsspannung Steuergerät";"14.296";"V";
"36762.3421858";"Gaspedalstellung D";"21.568627450980394";"%";
"36762.3421858";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36762.3421858";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.66";"V";
"36762.3421858";"Motordrehzahl";"4920";"rpm";
"36762.3421858";"Motordrehzahl x1000";"4.9";"rpm";
"36762.3421858";"Zündzeitpunkt";"49";"°";
"36762.8453795";"Abs. Drosselklappenstellung";"18.431372549019606";"%";
"36762.8453795";"Eingangsspannung Steuergerät";"14.296";"V";
"36762.8453795";"Gaspedalstellung D";"18.823529411764707";"%";
"36762.8453795";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-1.5625";"%";
"36762.8453795";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.23";"V";
"36762.8453795";"Motordrehzahl";"4883";"rpm";
"36762.8453795";"Motordrehzahl x1000";"4.9";"rpm";
"36762.8453795";"Zündzeitpunkt";"49";"°";
"36763.4298633";"Abs. Drosselklappenstellung";"18.03921568627451";"%";
"36763.4298633";"Eingangsspannung Steuergerät";"14.296";"V";
"36763.4298633";"Gaspedalstellung D";"18.823529411764707";"%";
"36763.4298633";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36763.4298633";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36763.4298633";"Motordrehzahl";"4826";"rpm";
"36763.4298633";"Motordrehzahl x1000";"4.8";"rpm";
"36763.4298633";"Zündzeitpunkt";"49";"°";
"36764.0660074";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36764.0660074";"Eingangsspannung Steuergerät";"14.296";"V";
"36764.0660074";"Gaspedalstellung D";"20.392156862745097";"%";
"36764.0660074";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36764.0660074";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36764.0660074";"Motordrehzahl";"4703";"rpm";
"36764.0660074";"Motordrehzahl x1000";"4.7";"rpm";
"36764.0660074";"Zündzeitpunkt";"49";"°";
"36764.2519293";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36764.2519293";"Eingangsspannung Steuergerät";"14.296";"V";
"36764.2519293";"Gaspedalstellung D";"21.176470588235293";"%";
"36764.2519293";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36764.2519293";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.875";"V";
"36764.2519293";"Motordrehzahl";"4874";"rpm";
"36764.2519293";"Motordrehzahl x1000";"4.9";"rpm";
"36764.2519293";"Zündzeitpunkt";"50";"°";
"36764.4297576";"Abs. Drosselklappenstellung";"17.647058823529413";"%";
"36764.4297576";"Eingangsspannung Steuergerät";"14.296";"V";
"36764.4297576";"Gaspedalstellung D";"17.254901960784313";"%";
"36764.4297576";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36764.4297576";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36764.4297576";"Motordrehzahl";"4597";"rpm";
"36764.4297576";"Motordrehzahl x1000";"4.6";"rpm";
"36764.4297576";"Zündzeitpunkt";"49";"°";
"36764.6128745";"Abs. Drosselklappenstellung";"17.647058823529413";"%";
"36764.6128745";"Eingangsspannung Steuergerät";"14.218";"V";
"36764.6128745";"Gaspedalstellung D";"18.03921568627451";"%";
"36764.6128745";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36764.6128745";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.25";"V";
"36764.6128745";"Motordrehzahl";"4681";"rpm";
"36764.6128745";"Motordrehzahl x1000";"4.7";"rpm";
"36764.6128745";"Zündzeitpunkt";"48";"°";
"36764.8145314";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36764.8145314";"Eingangsspannung Steuergerät";"14.296";"V";
"36764.8145314";"Gaspedalstellung D";"21.96078431372549";"%";
"36764.8145314";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36764.8145314";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36764.8145314";"Motordrehzahl";"4624";"rpm";
"36764.8145314";"Motordrehzahl x1000";"4.6";"rpm";
"36764.8145314";"Zündzeitpunkt";"49";"°";
"36765.0481283";"Abs. Drosselklappenstellung";"22.352941176470587";"%";
"36765.0481283";"Eingangsspannung Steuergerät";"14.218";"V";
"36765.0481283";"Gaspedalstellung D";"25.49019607843137";"%";
"36765.0481283";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36765.0481283";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.25";"V";
"36765.0481283";"Motordrehzahl";"4658";"rpm";
"36765.0481283";"Motordrehzahl x1000";"4.7";"rpm";
"36765.0481283";"Zündzeitpunkt";"45";"°";
"36765.401399";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36765.401399";"Eingangsspannung Steuergerät";"14.218";"V";
"36765.401399";"Gaspedalstellung D";"19.215686274509803";"%";
"36765.401399";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36765.401399";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.835";"V";
"36765.401399";"Motordrehzahl";"4602";"rpm";
"36765.401399";"Motordrehzahl x1000";"4.6";"rpm";
"36765.401399";"Zündzeitpunkt";"49";"°";
"36765.5684821";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36765.5684821";"Eingangsspannung Steuergerät";"14.296";"V";
"36765.5684821";"Gaspedalstellung D";"20";"%";
"36765.5684821";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36765.5684821";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36765.5684821";"Motordrehzahl";"4603";"rpm";
"36765.5684821";"Motordrehzahl x1000";"4.6";"rpm";
"36765.5684821";"Zündzeitpunkt";"49";"°";
"36765.74288";"Abs. Drosselklappenstellung";"16.862745098039216";"%";
"36765.74288";"Eingangsspannung Steuergerät";"14.296";"V";
"36765.74288";"Gaspedalstellung D";"16.862745098039216";"%";
"36765.74288";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36765.74288";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36765.74288";"Motordrehzahl";"4564";"rpm";
"36765.74288";"Motordrehzahl x1000";"4.6";"rpm";
"36765.74288";"Zündzeitpunkt";"48";"°";
"36765.9726785";"Lufteintrittstemperatur";"11";"℃";
"36766.0249274";"Abs. Drosselklappenstellung";"15.686274509803921";"%";
"36766.0249274";"Eingangsspannung Steuergerät";"14.296";"V";
"36766.0249274";"Gaspedalstellung D";"12.941176470588236";"%";
"36766.0249274";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36766.0249274";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.855";"V";
"36766.0249274";"Motordrehzahl";"4411";"rpm";
"36766.0249274";"Motordrehzahl x1000";"4.4";"rpm";
"36766.0249274";"Zündzeitpunkt";"46";"°";
"36766.1743778";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36766.1743778";"Eingangsspannung Steuergerät";"14.296";"V";
"36766.1743778";"Gaspedalstellung D";"12.549019607843137";"%";
"36766.1743778";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36766.1743778";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"36766.1743778";"Motordrehzahl";"4429";"rpm";
"36766.1743778";"Motordrehzahl x1000";"4.4";"rpm";
"36766.1743778";"Zündzeitpunkt";"46";"°";
"36766.4509458";"Abs. Drosselklappenstellung";"16.07843137254902";"%";
"36766.4509458";"Eingangsspannung Steuergerät";"14.296";"V";
"36766.4509458";"Gaspedalstellung D";"16.862745098039216";"%";
"36766.4509458";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36766.4509458";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36766.4509458";"Motordrehzahl";"4332";"rpm";
"36766.4509458";"Motordrehzahl x1000";"4.3";"rpm";
"36766.4509458";"Zündzeitpunkt";"38";"°";
"36766.7572757";"Abs. Drosselklappenstellung";"20";"%";
"36766.7572757";"Eingangsspannung Steuergerät";"14.218";"V";
"36766.7572757";"Gaspedalstellung D";"21.96078431372549";"%";
"36766.7572757";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36766.7572757";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36766.7572757";"Motordrehzahl";"4304";"rpm";
"36766.7572757";"Motordrehzahl x1000";"4.3";"rpm";
"36766.7572757";"Zündzeitpunkt";"47";"°";
"36766.9207458";"Abs. Drosselklappenstellung";"20.392156862745097";"%";
"36766.9207458";"Eingangsspannung Steuergerät";"14.218";"V";
"36766.9207458";"Gaspedalstellung D";"21.96078431372549";"%";
"36766.9207458";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36766.9207458";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.425";"V";
"36766.9207458";"Motordrehzahl";"4346";"rpm";
"36766.9207458";"Motordrehzahl x1000";"4.3";"rpm";
"36766.9207458";"Zündzeitpunkt";"46";"°";
"36767.0935717";"Abs. Drosselklappenstellung";"20";"%";
"36767.0935717";"Eingangsspannung Steuergerät";"14.296";"V";
"36767.0935717";"Gaspedalstellung D";"21.568627450980394";"%";
"36767.0935717";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36767.0935717";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36767.0935717";"Motordrehzahl";"4305";"rpm";
"36767.0935717";"Motordrehzahl x1000";"4.3";"rpm";
"36767.0935717";"Zündzeitpunkt";"47";"°";
"36767.2692816";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36767.2692816";"Eingangsspannung Steuergerät";"14.296";"V";
"36767.2692816";"Gaspedalstellung D";"20.392156862745097";"%";
"36767.2692816";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36767.2692816";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.605";"V";
"36767.2692816";"Motordrehzahl";"4324";"rpm";
"36767.2692816";"Motordrehzahl x1000";"4.3";"rpm";
"36767.2692816";"Zündzeitpunkt";"48";"°";
"36767.4424017";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36767.4424017";"Eingangsspannung Steuergerät";"14.218";"V";
"36767.4424017";"Gaspedalstellung D";"20";"%";
"36767.4424017";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36767.4424017";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.17500000000000002";"V";
"36767.4424017";"Motordrehzahl";"4338";"rpm";
"36767.4424017";"Motordrehzahl x1000";"4.3";"rpm";
"36767.4424017";"Zündzeitpunkt";"48";"°";
"36767.6860649";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36767.6860649";"Eingangsspannung Steuergerät";"14.296";"V";
"36767.6860649";"Gaspedalstellung D";"20.392156862745097";"%";
"36767.6860649";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36767.6860649";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36767.6860649";"Motordrehzahl";"4297";"rpm";
"36767.6860649";"Motordrehzahl x1000";"4.3";"rpm";
"36767.6860649";"Zündzeitpunkt";"48";"°";
"36768.0912358";"Abs. Drosselklappenstellung";"18.03921568627451";"%";
"36768.0912358";"Eingangsspannung Steuergerät";"14.296";"V";
"36768.0912358";"Gaspedalstellung D";"18.823529411764707";"%";
"36768.0912358";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36768.0912358";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36768.0912358";"Motordrehzahl";"4317";"rpm";
"36768.0912358";"Motordrehzahl x1000";"4.3";"rpm";
"36768.0912358";"Zündzeitpunkt";"47";"°";
"36768.2862163";"Abs. Drosselklappenstellung";"15.294117647058824";"%";
"36768.2862163";"Eingangsspannung Steuergerät";"14.296";"V";
"36768.2862163";"Gaspedalstellung D";"12.941176470588236";"%";
"36768.2862163";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36768.2862163";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.855";"V";
"36768.2862163";"Motordrehzahl";"4146";"rpm";
"36768.2862163";"Motordrehzahl x1000";"4.1";"rpm";
"36768.2862163";"Zündzeitpunkt";"45";"°";
"36768.4900566";"Abs. Drosselklappenstellung";"15.294117647058824";"%";
"36768.4900566";"Eingangsspannung Steuergerät";"14.296";"V";
"36768.4900566";"Gaspedalstellung D";"14.117647058823529";"%";
"36768.4900566";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36768.4900566";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"36768.4900566";"Motordrehzahl";"4122";"rpm";
"36768.4900566";"Motordrehzahl x1000";"4.1";"rpm";
"36768.4900566";"Zündzeitpunkt";"44";"°";
"36768.65197";"Abs. Drosselklappenstellung";"18.823529411764707";"%";
"36768.65197";"Eingangsspannung Steuergerät";"14.218";"V";
"36768.65197";"Gaspedalstellung D";"21.176470588235293";"%";
"36768.65197";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36768.65197";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.015";"V";
"36768.65197";"Motordrehzahl";"4193";"rpm";
"36768.65197";"Motordrehzahl x1000";"4.2";"rpm";
"36768.65197";"Zündzeitpunkt";"23";"°";
"36768.8602392";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36768.8602392";"Eingangsspannung Steuergerät";"14.296";"V";
"36768.8602392";"Gaspedalstellung D";"21.176470588235293";"%";
"36768.8602392";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36768.8602392";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36768.8602392";"Motordrehzahl";"4164";"rpm";
"36768.8602392";"Motordrehzahl x1000";"4.2";"rpm";
"36768.8602392";"Zündzeitpunkt";"48";"°";
"36769.2646513";"Abs. Drosselklappenstellung";"20";"%";
"36769.2646513";"Eingangsspannung Steuergerät";"14.296";"V";
"36769.2646513";"Gaspedalstellung D";"21.568627450980394";"%";
"36769.2646513";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36769.2646513";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.41000000000000003";"V";
"36769.2646513";"Motordrehzahl";"4096";"rpm";
"36769.2646513";"Motordrehzahl x1000";"4.1";"rpm";
"36769.2646513";"Zündzeitpunkt";"47";"°";
"36769.4529119";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36769.4529119";"Eingangsspannung Steuergerät";"14.218";"V";
"36769.4529119";"Gaspedalstellung D";"21.568627450980394";"%";
"36769.4529119";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36769.4529119";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.27";"V";
"36769.4529119";"Motordrehzahl";"4127";"rpm";
"36769.4529119";"Motordrehzahl x1000";"4.1";"rpm";
"36769.4529119";"Zündzeitpunkt";"47";"°";
"36769.6369575";"Abs. Drosselklappenstellung";"20";"%";
"36769.6369575";"Eingangsspannung Steuergerät";"14.296";"V";
"36769.6369575";"Gaspedalstellung D";"22.352941176470587";"%";
"36769.6369575";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36769.6369575";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.72";"V";
"36769.6369575";"Motordrehzahl";"4176";"rpm";
"36769.6369575";"Motordrehzahl x1000";"4.2";"rpm";
"36769.6369575";"Zündzeitpunkt";"47";"°";
"36769.8134278";"Abs. Drosselklappenstellung";"19.607843137254903";"%";
"36769.8134278";"Eingangsspannung Steuergerät";"14.218";"V";
"36769.8134278";"Gaspedalstellung D";"20.392156862745097";"%";
"36769.8134278";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36769.8134278";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36769.8134278";"Motordrehzahl";"4193";"rpm";
"36769.8134278";"Motordrehzahl x1000";"4.2";"rpm";
"36769.8134278";"Zündzeitpunkt";"48";"°";
"36769.9665783";"Abs. Drosselklappenstellung";"19.215686274509803";"%";
"36769.9665783";"Eingangsspannung Steuergerät";"14.296";"V";
"36769.9665783";"Gaspedalstellung D";"20.392156862745097";"%";
"36769.9665783";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36769.9665783";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.135";"V";
"36769.9665783";"Motordrehzahl";"4225";"rpm";
"36769.9665783";"Motordrehzahl x1000";"4.2";"rpm";
"36769.9665783";"Zündzeitpunkt";"48";"°";
"36770.1576753";"Abs. Drosselklappenstellung";"20.392156862745097";"%";
"36770.1576753";"Eingangsspannung Steuergerät";"14.218";"V";
"36770.1576753";"Gaspedalstellung D";"25.098039215686274";"%";
"36770.1576753";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36770.1576753";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36770.1576753";"Motordrehzahl";"4227";"rpm";
